PC1,PC2,PC3,Label
-3544.0634782912975,2262.599417923238,-54.69537677790536,Images
-4325.2472096617075,-1958.4449662672746,2606.191132209101,Images
-1258.2743578398254,-1080.5872029338452,945.8521838564462,Images
3273.535733627101,4603.609313323576,2137.821941346208,Images
-6281.707688655089,1244.0488791735972,824.8466581249721,Images
140.3623411731814,1131.1943763647887,42.72985461515576,Images
-2166.2481260903182,1493.404987705329,-2572.5803712777424,Images
8660.581220505528,4255.411024157473,-1100.5399890147735,Images
4549.056068238664,3649.5207285720367,-1654.1495844436342,Images
795.6049537177447,3676.0909472209,3841.9235915268264,Images
5456.037775724526,-2979.2434346921605,1997.4403161518894,Images
2141.537185674071,-1597.269344749539,-216.06866094596677,Images
1706.5213106333365,-2635.902943170536,-1837.7220196952926,Images
1186.4754578738105,414.24400637962873,-2440.8365535312355,Images
5304.279305015769,-2304.40014252276,-161.87159899349228,Images
-1039.0149547740843,-1751.5958739121204,-509.5474558662601,Images
-4148.290448864574,-957.9294645189212,-255.05821577747412,Images
4039.4836340994398,4118.574186682439,-2200.5070626746156,Images
-5482.327579138329,-1186.714118831268,-1182.6363700720178,Images
1809.165095397765,-1602.146574550522,3605.1686046705872,Images
-6357.080147088256,-1478.2822047268687,1967.6299774820177,Images
-349.16790803709665,-565.0449262116385,-525.3738444923782,Images
-1416.8882340334806,-896.9209920378322,699.7900332042668,Images
-2334.7349789644527,-1098.2981320697984,-979.0907523733398,Images
2151.326097293063,-2765.909378207559,4188.735031853713,Images
1744.8866113288204,-205.82496062489568,801.1119390722304,Images
5714.711147251321,1270.7347346229924,-331.70825837380266,Images
454.14448365170085,-1638.6782866502351,-464.07088303356767,Images
8365.549080462031,2464.0774391488376,332.13541974353524,Images
-4215.745571125532,502.60073640693184,-107.88371841857239,Images
1404.8905198629877,-1599.0373224219786,-2054.3407758420594,Images
-2081.5536169149655,-101.55117619344954,-388.0359812674674,Images
-1537.1746866791364,-376.89330949597775,1372.5991733880799,Images
-4540.299391445531,285.17985708097746,-423.04040133102114,Images
-2338.599848685857,180.8334072429237,-884.844226083061,Images
7874.353964255027,-1265.5239545742872,-2331.138511098117,Images
-1285.7176564874192,-342.855730894751,803.5813214009313,Images
-5350.5913112866065,-1577.9429093818812,545.3831844622192,Images
5787.695087577757,-1994.9080227608265,-2078.89126714798,Images
-1098.819866113655,5791.593047791794,-850.9365909487761,Images
-10.726642938327933,287.20616565547016,-323.0054427226022,Images
582.5400968023916,2112.2412390831905,-138.8666296974169,Images
-2673.5220235478278,37.4353993900897,-362.53265089845183,Images
2329.8924661280203,2104.1190948468065,412.253459652552,Images
-5192.681163361009,1110.1554820130232,1287.312285581141,Images
433.9438083559507,-355.62594995315857,312.0916901007627,Images
3329.37099118565,-2741.4359146226407,943.478027872829,Images
-2092.862589052957,-232.34197430565544,557.8450389289796,Images
3368.8405406618326,-2918.7737601992417,-1127.1209809671068,Images
-2947.137068391466,-3212.0655453279114,987.4057161630348,Images
2871.069617248177,-1337.6422431614628,3539.219923801075,Images
5528.454668811691,3870.43144796046,3215.559717823014,Images
2375.74892328233,-2633.457843696797,-1119.5385070633415,Images
-3029.0455769278424,-779.1375698608355,-138.5123686501252,Images
-1905.1239493696592,5589.131893325849,952.3803610280783,Images
1405.3581356974917,742.43557355398,-1164.9006290790478,Images
-1698.4042800960624,447.5781493591908,201.13869230341874,Images
-2052.365918729781,-161.42999876771324,1772.710589407304,Images
9013.157967220908,1478.9267119703522,-2690.3180378707707,Images
-6941.547676491415,-1115.3706894695924,382.6675028093485,Images
-1395.4969391680713,675.6075335433231,72.36595653452468,Images
-96.95062560775999,2627.228393438436,-1027.551593699001,Images
-1266.6107499000714,-616.7185951359721,410.4829534628602,Images
2007.0001557574963,-507.1503998965599,-2101.201205109591,Images
845.2580840565361,3051.758118941669,1652.9663724482389,Images
2385.4531867956184,-1682.8667703407923,-1829.398305803498,Images
-4667.9398691557435,-697.7848148280235,-650.0607202232379,Images
-733.8198558642342,4106.120615710972,572.6308438577504,Images
-1948.298255801377,-1421.0227389027773,1128.8243763669993,Images
3356.249631014914,-1070.640687458635,751.454542132572,Images
-2291.2428024487276,-1406.1802337724318,-1169.6110937558703,Images
-3472.744536786145,-1338.4642205120024,-523.9889617167444,Images
1941.472818878912,-1774.651998571914,-1578.48742770197,Images
-4658.207386235583,-144.0939522332892,75.88076718952637,Images
4522.570289125625,-1551.2163183241976,3635.7400030139506,Images
5837.999134377604,-3020.371790736716,-217.17520195678543,Images
-3870.6273389800403,-1287.4280040858662,1139.1971867738193,Images
-1999.8161235559683,-1243.006933551544,-670.6643955241512,Images
1234.8595632177462,1198.1271307100042,-1150.5397400992147,Images
436.18357520291687,4049.352087708242,-2679.4569935383943,Images
3404.656173320342,-2831.122240768006,-146.29583483100575,Images
-333.1340882275926,-167.32221464706265,-250.63757515278925,Images
1858.9870823407718,-1010.1693307311205,434.70012730756645,Images
7784.512571425452,-3687.8830567569075,-3259.6828531496535,Images
4048.2943954388115,-3815.761549257711,-1691.3285227661906,Images
-1605.2827708658613,-1817.109432331855,-794.3593005238448,Images
2322.5302740726083,1974.7992160257945,878.5474373756177,Images
-1797.735768064881,2480.261491018754,3237.548786271381,Images
-5618.728095913769,-926.629908101613,-739.3343797419674,Images
-114.25857963023074,250.69497136264832,-575.2472421264364,Images
381.86865556013925,-2340.9027726150644,157.72702621189535,Images
6307.5857005493945,453.60055219303695,-752.26504581351,Images
-3009.9670336982363,-313.2081809902844,-141.26786583487402,Images
-4016.70476887718,183.03438203500545,-767.627634562713,Images
-1279.1820676879834,1442.5710731146307,-1233.178462065318,Images
5112.868392636374,-5921.412810299059,87.48667945577299,Images
-539.5814839053961,-1232.1073711369932,315.22333753113656,Images
-2566.2139562754883,-319.27499201974706,1148.8945162380205,Images
7212.823136415509,3489.332402476502,-2330.5052155694357,Images
1271.6495410851014,2796.6071135306697,1301.0406084842884,Images
2402.662834003026,2326.4096886490315,1442.47422103451,Images
-2036.2841199701284,1305.9053046144413,646.9165200687406,Images
5702.425813819181,-431.24136477941437,-807.7543258755287,Images
-2514.918649568591,-142.40000440439277,-491.1635703125528,Images
-5518.505232598549,-3178.902132788653,-1518.1315678393678,Images
-692.1252131921689,322.6020087240668,-593.8097363032581,Images
-3275.4153107524553,235.81429117059596,-921.9236399286951,Images
-4512.818153513369,-1032.279465442156,-845.901264543977,Images
-1112.3875640517626,2015.0158308157359,727.1797472636788,Images
-2344.2556686677476,1061.7967509796329,1038.175886496984,Images
-1435.1182149339336,-1980.6461746181465,1349.2032261525892,Images
2137.3906216632704,2705.451212353477,-335.5433778383345,Images
-3833.207759861738,515.7536117432077,2376.899017220521,Images
208.57776119963836,1124.7145501187542,211.955704594873,Images
-4858.193947264013,-1288.866809788045,1227.6693632696974,Images
-4408.294729478595,2974.318613704944,582.0988518897964,Images
-5165.672801483828,3457.41859825242,1348.5320688695444,Images
4260.100294537464,4013.963391634648,-1306.640933187448,Images
-3366.0431230681043,3260.588957180187,385.518074720059,Images
5775.58425336381,1690.8661532060416,-1223.1494803915803,Images
7511.589430382117,-1506.2492951085671,752.7731465435252,Images
2503.217633527141,-1592.9283961737967,419.114923279061,Images
-951.6837428446642,-2050.198134931104,-1878.8679184498103,Images
239.96394867057262,772.3697584244783,-716.1742091530135,Images
3449.3598888277706,-1286.9242131108444,2633.3816097482554,Images
829.7997226959144,393.67245547660855,793.4223233756883,Images
-2274.8732310531095,-1617.6474130237746,-1040.1926036029122,Images
5402.588286840494,-1934.5926808730421,4217.084678944592,Images
9785.636102626228,4313.656513824311,-217.47936657501376,Images
-2927.331327513462,137.72243265164957,-469.4587879476782,Images
89.10335025074467,-851.7587633381369,-229.28166774600163,Images
-1781.3465975439217,-883.9258724415137,-435.8876471540375,Images
1757.0774160685908,607.5437215476564,-2521.124913477875,Images
-3135.278056592984,-1359.824261882088,-121.80697401672043,Images
-1797.9818014680454,-285.6702353128891,841.350907402607,Images
-4286.740221084888,-1502.033909076551,-898.1280958996339,Images
358.04530695007986,6253.476400951347,793.4106323439462,Images
6342.398621303982,3945.860945857136,-908.4987727670131,Images
-2614.832995498773,-1324.874908934614,814.6026590867119,Images
1146.5137258993923,-1764.903589081245,3073.178323831667,Images
-4273.65561814877,-245.03439008193521,-1424.4486496771303,Images
-674.7718100871895,-248.20723525866475,-651.4750119985179,Images
76.00437177037196,-3624.0884957780227,248.26326455582574,Images
101.75016161290414,-635.8062024946324,2330.362343011139,Images
-1898.866654509679,-2327.7554380538854,-1344.2742149276733,Images
4322.984202785323,2115.264574431625,-1061.1127404483502,Images
5388.069226059027,54.24057657636975,590.4808719524516,Images
-1803.7438500287972,357.1565243664141,-458.9596841106038,Images
-715.8640325137281,4.572742447992259,3655.563241451492,Images
-1656.6147187999134,-1664.3568261132357,-1358.888462461455,Images
-3795.508854803806,-2271.5578543015904,2362.8848403569964,Images
-4232.865223977134,3404.872055105608,-505.6152675785537,Images
1240.8766601242173,293.3579131766729,-102.653224379717,Images
1686.2281489704621,2224.302707279663,1679.0478028115142,Images
2423.3253451253704,879.9350085395693,5111.115026122837,Images
-153.67459585541468,1856.9083680175304,-1552.3544016665483,Images
-2882.507044889319,-993.830740661911,-591.8920797910902,Images
4224.150320770342,-2572.1261854042727,-1950.3528646957673,Images
-1772.905512066653,-1100.6644605289462,-218.85905682338486,Images
-3144.924412487308,2909.5915104641626,-2974.3128828453728,Images
7362.373850907567,-70.57435496739114,-1423.9012480899676,Images
1413.5671204818843,2094.5748958106524,2522.607350531014,Images
-2560.56531799087,-448.0414347132238,18.744742257095506,Images
1156.0162606615072,-397.49679760276643,1729.4101431757974,Images
-1415.3970244982347,-2457.958040887026,-2619.324019250446,Images
2509.339358656909,1119.6661254370176,-1092.3942752105777,Images
6514.028829236176,338.0228460768356,221.20726462508995,Images
-405.4315496529382,781.8654403700712,339.11592323199494,Images
-1376.5296508357494,-2393.3259578989696,-1047.7254893232507,Images
-2394.2567314014495,-575.2725483574667,894.0727746048044,Images
-3277.379243654434,199.21854154070473,-26.793658472538468,Images
3839.6885720085975,2807.069195674557,-510.8028547089883,Images
-727.9275707257798,866.3505816139754,-1319.3222768444716,Images
2330.234807245952,-2598.0447949226905,-2107.5188562804974,Images
-1123.841265925948,5298.731113979652,-760.0233615013572,Images
2905.657646199215,2243.228947063326,-641.8075878353714,Images
-2332.9254103569633,-16.14619639364436,165.3921716899552,Images
1164.1414335910438,-2370.8808538319977,-2875.7128223028844,Images
4272.652761842966,2265.239227306135,-63.178305768396854,Images
2996.6598493093547,-1051.4059413835082,436.34318876609433,Images
5194.384578192359,-5358.898951005821,1571.8514921871897,Images
-1363.0836937211866,350.1018728010027,1364.896695501249,Images
3038.810223484195,-1648.9098431628884,-13.819258001111136,Images
5332.09426540899,2665.7107320827345,-762.3282999072356,Images
697.9592551584971,5760.68077037786,-890.8258014087347,Images
-1244.384128891947,2760.0273752088397,152.29543734111746,Images
1376.0011893311676,-515.6253249023739,-2226.4187165841554,Images
-1811.2330755243906,-2148.2211077233105,-353.5737835244393,Images
-1271.5469772398264,657.610771262768,81.46770853576018,Images
444.80678292781016,-1347.6788845278043,-731.3348399461343,Images
5945.56060368597,-3553.273666798178,-747.5328593388414,Images
-2300.6923962331534,-506.24934684845675,-1613.8899887763514,Images
-2267.24332988932,887.5533868496436,596.873926620159,Images
-3680.4192463767718,593.1477863457421,260.02719759911736,Images
-1981.6058592150869,-551.9631379113691,-705.6156425573993,Images
5856.526848801431,-3297.8560388738474,-1032.650318496291,Images
-1887.8832553393293,-2964.731828782075,-632.8597878702195,Images
4986.915244341535,-532.1487165279615,-594.2587489310746,Images
-488.0826997277806,-1407.7064999457607,-2205.5092832885875,Images
809.991885772443,-1051.2454359404176,-188.9426041537463,Images
1727.0335972330943,-1224.4629365561914,1180.1808352163278,Images
-4060.980235413821,-734.8602554767498,-360.3691647432776,Images
-2212.1523359947155,827.7424708718422,1022.9338134591384,Images
-1576.8497164884318,225.20999387436464,-915.1706843294864,Images
503.91718091385735,-4273.314317952298,-756.3365361834709,Images
-1868.5656221428956,231.77270021084547,-554.2720827134945,Images
-4825.1160484350075,-1037.7336333340502,-127.08706896780923,Images
-279.91079383477154,741.5606416962264,-2312.5165648538837,Images
-2824.218251430131,3282.00322832438,-568.4506066191199,Images
-1159.7460503133113,-2144.924090483302,-48.383879208765144,Images
-2987.599179962991,580.8650932065538,-298.38830843536454,Images
2553.519753136491,-615.8573682705018,1404.768602270656,Images
-3163.374002162854,1553.8586246849652,-1335.7696883768576,Images
-110.07770365061187,22.756572818973115,-417.337699785599,Images
4841.473252938987,-1473.802813363979,1549.5183221048792,Images
406.0344362754021,94.02907374164717,-2633.8039373125716,Images
-2156.474564209808,719.5637745990587,-302.20278463302844,Images
-4177.853214884012,-1413.1182944460113,-3005.9255697122608,Images
-4408.728907233399,-1041.6642307550103,453.57052015964183,Images
-2391.159846458644,-284.222516113194,-249.77764821454278,Images
5622.508585239495,-3362.0980795345513,-1431.8366713375249,Images
2133.6060433017974,-2563.8289400552003,285.0115931340295,Images
1498.6281733968237,853.4585238451346,1101.780207433813,Images
1042.4205322885086,1474.4608275529326,50.31053285220977,Images
-936.3924461644872,-694.6607770212197,-1841.278601477993,Images
3194.676876295458,-1414.7377892790378,80.6729270349167,Images
-329.46269720048,698.7893455166769,1081.579251141616,Images
4403.898532575162,-87.03041162984434,3036.118941370398,Images
-9178.89042661538,-1940.5838173495301,1186.131638261328,Images
-1834.3927217869891,-1615.675478078217,-1762.2021578904298,Images
-1238.661641063384,-352.6912805001056,2680.320130145746,Images
-1129.4508576196256,-901.1707488271456,-1011.7418633373126,Images
956.8794999900217,1136.615707803724,872.3429637466834,Images
-7606.787614320168,-2120.4213720801995,521.25631564253,Images
1479.521158087767,-940.2583551220375,-721.1680063352519,Images
-5169.05561350048,1631.0737529453108,391.1212580015675,Images
4772.828162586731,-3223.147936209967,-1183.1936891247647,Images
-2420.9864896327913,-392.76654607899275,-489.98060550389334,Images
-3105.4913002583767,1564.4225944187315,-1972.281213595038,Images
-457.62075055251944,1333.7680610956052,1612.6511948329683,Images
